node_id,label
6903,0
6914,0
6915,0
6928,0
6931,0
6937,0
6949,0
6950,0
6957,0
6962,0
6965,0
6970,0
6989,0
6994,0
7000,1
7012,0
7025,0
7030,0
7032,0
7038,0
7039,0
7040,0
7042,0
7048,0
7064,0
7066,0
7067,0
7069,0
7072,0
7084,0
7114,0
7122,0
7135,1
7144,0
7147,1
7151,0
7155,1
7164,0
7173,0
7190,0
7192,0
7196,0
7211,0
7212,0
7216,0
7230,0
7265,0
7283,0
7309,0
7315,1
7317,0
7318,0
7324,0
7325,0
7330,0
7331,0
7357,0
7366,1
7374,1
7381,1
7394,1
7395,0
7400,1
7402,1
7403,0
7411,1
7418,0
7421,0
7423,0
7430,1
7432,0
7462,0
7476,0
7481,0
7484,1
7496,0
7501,0
7503,0
7505,0
7512,0
7516,1
7519,1
7525,0
7551,0
7562,0
7567,0
7574,0
7580,0
7592,1
7611,0
7612,0
7630,0
7637,1
7640,0
7645,0
7660,0
7664,0
7668,0
7698,0
7700,1
7715,0
7718,0
7730,0
7731,0
7735,0
7743,0
7745,0
7753,0
7764,0
7765,0
7768,0
7772,1
7773,1
7778,0
7782,1
7787,0
7791,0
7798,0
7811,0
7818,0
7822,0
7831,0
7839,0
7849,0
7856,0
7860,0
7865,1
7875,0
7886,0
7901,0
7902,0
7904,0
7908,0
7909,0
7912,0
7918,0
7927,0
7930,0
7946,0
7956,0
7961,0
7971,0
7980,1
7983,0
7990,0
7992,0
8018,0
8029,0
8034,0
8039,0
8040,0
8049,0
8072,0
8094,0
8112,1
8115,0
8121,0
8135,0
8137,0
8142,0
8158,0
8182,0
8193,0
8202,0
8212,0
8218,0
8222,1
8262,0
8272,0
8280,0
8284,0
8286,0
8294,1
8296,0
8301,1
8309,0
8319,0
8322,0
8332,0
8337,0
8348,0
8350,0
8352,0
8356,0
8359,0
8362,0
8363,0
8383,0
8391,0
8396,0
8409,0
8410,0
8419,0
8428,0
8429,0
8440,0
8447,0
8461,0
8468,0
8470,0
8476,0
8490,0
8500,1
8505,0
8507,0
8510,1
8518,0
8527,0
8532,1
8558,1
8559,1
8569,1
8571,0
8581,1
8586,1
8590,0
8597,0
8603,0
8606,0
8607,0
8612,0
8617,0
8636,0
8638,0
8641,0
8642,0
8651,0
8653,0
8661,0
8666,0
8677,0
8681,0
8682,0
8694,0
8707,0
8715,1
8730,0
8739,0
8741,0
8749,0
8750,0
8759,0
8762,0
8764,0
8769,0
8770,0
8782,1
8791,0
8803,0
8808,0
8820,0
8822,1
8833,1
8866,0
8871,0
8875,0
8878,1
8911,0
8912,1
8934,1
8940,0
8946,0
8958,0
8971,1
8972,0
8985,0
8990,0
8992,0
9002,0
9011,0
9014,0
9045,1
9050,0
9051,0
9056,0
9059,0
9068,0
9071,0
9075,0
9081,1
9084,0
9092,0
9114,0
9126,0
9135,0
9137,0
9145,0
9159,1
9175,0
9206,0
9207,0
9233,0
9249,0
9256,0
9287,0
9290,0
9297,0
9307,0
9315,0
9326,0
9329,0
9333,0
9342,0
9349,1
9378,0
9381,0
9413,0
9420,0
9430,0
9431,0
9459,0
9463,0
9465,0
9473,1
9475,0
9476,0
9493,0
9527,0
9538,0
9542,0
9547,0
9561,0
9563,0
9564,0
9576,0
9590,0
9595,1
9600,0
9602,0
9608,0
9609,0
9617,0
9624,1
9640,0
9646,0
9650,1
9653,0
9662,0
9665,0
9687,0
9723,0
9735,0
9745,0
9755,0
9772,0
9773,0
9779,0
9791,0
9800,1
9805,0
9807,0
9808,0
9809,0
9819,0
9829,0
9836,0
9838,0
9839,0
9847,0
9855,0
9856,0
9877,0
9901,0
9902,1
9906,0
9911,0
9912,0
9914,0
9915,0
9921,0
9934,0
9952,0
9965,0
9982,0
9988,0
10005,0
10007,0
10009,0
10013,0
10017,0
10019,0
10031,0
10032,0
10049,1
10053,0
10060,1
10070,1
10072,0
10076,0
10083,1
10095,0
10101,1
10105,0
10108,0
10111,0
10113,0
10118,0
10121,0
10132,1
10135,0
10143,0
10148,0
10154,0
10168,0
10186,0
10195,1
10205,1
10227,0
10231,0
10240,1
10242,1
10249,0
10256,0
10257,0
10261,0
10265,0
10276,0
10278,0
10281,1
10296,0
10301,0
10315,0
10317,0
10342,0
10355,1
10357,1
10361,0
10371,0
10375,0
10388,0
10390,0
10398,0
10402,0
10403,1
10412,1
10427,0
10433,0
10434,0
10447,0
10459,0
10465,0
10471,0
10473,0
10481,0
10486,0
10487,0
10499,0
10504,0
10509,1
10516,1
10517,0
10538,0
10550,0
10551,0
10557,0
10562,0
10563,0
10565,0
10568,0
10570,0
10579,0
10586,0
10595,0
10606,0
10610,0
10630,1
10647,0
10649,0
10650,0
10666,0
10669,0
10673,0
10678,0
10679,0
10682,0
10687,0
10689,1
10690,0
10691,0
10699,0
10700,0
10702,0
10719,0
10731,0
10736,0
10749,0
10769,0
10776,0
10782,0
10783,0
10789,0
10802,0
10805,0
10816,0
10825,0
10828,0
10829,1
10831,0
10836,0
10853,1
10855,0
10858,1
10861,0
10866,0
10878,0
10885,0
10886,0
10889,0
10901,0
10912,0
10921,0
10922,0
10926,0
10931,1
10944,1
10947,1
10950,0
10954,0
10971,0
10976,0
10977,1
10989,0
10990,0
10993,0
10995,0
10998,0
11003,0
11011,0
11017,0
11022,0
11024,0
11032,0
11035,0
11058,1
11140,0
11145,0
11151,0
11158,0
11180,0
11188,0
11193,0
11195,0
11202,0
11203,0
11211,0
11214,0
11215,0
11219,0
11220,1
11224,0
11227,1
11232,0
11238,0
11240,0
11242,0
11244,0
11248,0
11251,1
11257,0
11268,0
11277,0
11292,0
11297,0
11299,0
11301,0
11311,0
11312,0
11320,0
11322,0
11325,0
11330,0
11334,0
11344,0
11354,0
11360,0
11371,0
11373,1
11374,1
11388,0
11390,0
11397,0
11398,0
11411,1
11419,0
11431,0
11434,1
11437,0
11438,0
11440,1
11454,0
11467,0
11469,0
11479,0
11485,0
11486,1
11495,0
11519,0
11539,0
11549,0
11557,0
11564,1
11593,0
11603,0
11611,0
11615,0
11616,1
11636,0
11639,0
11643,0
11647,0
11655,1
11662,0
11691,0
11696,0
11703,0
11710,0
11716,0
11719,1
11721,0
11726,0
11734,0
11735,0
11743,1
11746,0
11747,0
11753,0
11754,0
11760,0
11761,0
11764,0
11770,0
11789,0
11791,0
11794,0
11795,0
11796,0
11804,0
11809,0
11818,0
11824,0
11828,0
11831,0
11845,0
11848,0
11851,0
11864,0
11874,0
11887,0
11895,0
11905,1
11920,0
11921,0
11925,0
11947,1
11948,0
11950,0
11954,0
11967,0
11977,0
11980,0
11981,0
11986,0
11994,1
11995,1
12019,0
12020,1
12021,0
12034,0
12049,0
12064,1
12079,0
12085,0
12100,0
12108,0
12114,1
12116,0
12117,0
12119,0
12123,0
12125,1
12132,0
12136,0
12147,0
12153,0
12165,0
12173,0
12175,1
12178,0
12184,0
12186,0
12188,1
12192,0
12193,0
12212,0
12219,0
12223,0
12236,0
12246,0
12253,0
12256,0
12262,0
12266,0
12268,0
12269,0
12273,0
12274,0
12281,1
12283,1
12293,0
12303,0
12307,0
12310,1
12316,0
12318,0
12321,0
12323,0
12355,0
12360,0
12363,1
12366,1
12369,0
12376,0
12381,0
12382,1
12391,1
12421,0
12442,0
12445,1
12459,0
12475,0
12476,0
12485,1
12506,0
12537,0
12540,1
12553,1
12563,0
12564,0
12584,0
12588,0
12590,0
12592,0
12606,0
12612,0
12624,0
12634,1
12649,0
12671,0
12678,0
12691,1
12724,0
12735,0
12741,0
12777,0
12781,0
12786,0
12787,0
12792,0
12793,0
12795,0
12801,0
12805,0
12806,0
12814,0
12835,0
12837,1
12839,1
12848,0
12849,0
12850,0
12854,0
12860,0
12864,0
12868,0
12872,0
12898,0
12900,1
12915,1
12923,0
12937,0
12948,0
12952,0
12969,0
12974,1
12997,0
13005,0
13006,1
13013,0
13017,0
13034,0
13036,0
13038,0
13041,0
13042,0
13051,0
13062,1
13082,0
13088,0
13104,0
13105,0
13109,0
13114,0
13126,0
13135,0
13138,0
13147,0
13149,0
13162,0
13175,0
13176,1
13184,0
13186,1
13205,0
13206,0
13210,0
13214,1
13282,0
13295,0
13296,0
13300,0
13303,0
13329,0
13335,0
13358,0
13366,0
13380,1
13382,0
13392,0
13400,0
13403,1
13411,0
13413,0
13415,0
13421,1
13432,0
13452,0
13469,0
13473,0
13487,0
13505,0
13514,0
13531,0
13536,0
13541,0
13546,0
13549,0
13553,0
13562,0
13571,1
13586,0
13590,1
13593,1
13596,0
13598,0
13607,0
13610,1
13620,1
13624,0
13632,0
13637,1
13638,0
13641,0
13642,0
13651,0
13661,0
13685,0
13691,1
13705,0
13715,0
13739,0
13745,0
13755,0
13757,0
13758,0
13763,0
13777,0
13781,0
13789,0
13800,0
13805,0
13811,0
13816,0
13824,0
13826,0
13836,0
13841,1
13852,1
13862,0
13872,0
13890,1
13893,0
13895,0
13897,0
13925,1
13933,0
13940,0
13944,0
13952,0
13953,0
13956,1
13957,0
13959,0
13961,0
13965,0
13968,0
13969,0
13978,0
13981,0
13984,0
13999,0
14027,1
14028,0
14037,0
14041,0
14043,1
14044,0
14047,0
14053,0
14057,0
14060,0
14062,0
14070,0
14081,0
14093,0
14109,0
14112,1
14131,1
14132,0
14138,0
14153,0
14158,0
14160,1
14163,0
14165,0
14168,1
14170,0
14173,0
14192,0
14204,0
14209,0
14213,1
14217,0
14218,0
14222,0
14231,0
14234,0
14236,0
14241,0
14244,1
14252,0
14254,0
14259,0
14268,0
14269,0
14275,1
14281,1
14291,0
14308,0
14344,0
14349,0
14363,0
14368,1
14382,0
14387,0
14399,0
14412,0
14414,0
14421,0
14428,1
14432,1
14468,0
14476,0
14484,1
14486,0
14488,1
14490,0
14491,0
14492,0
14503,0
14504,0
14509,0
14515,0
14524,0
14541,0
14542,0
14555,0
14556,0
14559,0
14561,0
14567,0
14572,0
14581,1
14585,0
14592,0
14603,0
14604,0
14605,0
14609,0
14612,0
14615,0
14620,0
14630,0
14637,0
14647,0
14648,0
14653,0
14674,0
14676,0
14678,0
14684,0
14711,0
14741,0
14742,0
14750,0
14764,0
14773,0
14779,1
14780,1
14781,1
14787,0
14817,0
14822,0
14830,0
14838,0
14845,0
14852,0
14857,1
14860,1
14872,1
14880,0
14906,0
14911,0
14925,1
14934,0
14948,0
14966,0
14967,0
14970,0
14978,1
14980,0
14983,0
14984,0
14986,1
14988,0
14998,0
15001,0
15004,0
15007,1
15011,0
15016,0
15018,0
15020,0
15036,0
15037,0
15040,1
15050,0
15051,0
15052,0
15061,0
15063,1
15085,1
15095,0
15121,0
15125,0
15126,1
15127,0
15129,1
15145,0
15169,0
15180,0
15182,0
15198,0
15204,1
15215,0
15217,1
15233,1
15236,0
15244,0
15245,0
15247,0
15250,1
15251,0
15253,1
15293,0
15309,0
15313,1
15314,1
15323,0
15339,0
15343,0
15345,0
15349,0
15363,0
15374,0
15388,0
15399,0
15401,0
15402,1
15408,1
15412,0
15419,0
15425,0
15435,1
15446,0
15447,0
15467,0
15475,1
15477,0
15496,0
15520,1
15522,0
15527,0
15529,1
15533,0
15551,0
15565,1
15597,0
15628,0
15643,1
15647,0
15659,0
15667,1
15678,0
15682,0
15685,0
15687,1
15699,1
15706,0
15708,0
15716,0
15719,0
15722,0
15745,0
15749,0
15750,0
15766,0
15779,1
15783,0
15793,0
15798,0
15811,0
15812,0
15822,0
15854,0
15859,0
15874,0
15886,0
15891,0
15899,0
15910,0
15913,0
15917,1
15920,0
15938,1
15964,0
15969,0
15973,0
15985,0
15989,0
15994,0
16007,0
16017,0
16021,0
16024,0
16025,1
16050,0
16052,0
16054,0
16058,0
16061,0
16067,0
16070,1
16071,1
16078,0
16082,0
16083,0
16093,1
16094,1
16095,0
16099,0
16101,0
16114,0
16122,0
16131,0
16139,1
16147,0
16153,0
16156,0
16161,0
16192,0
16204,0
16209,0
16215,0
16230,0
16234,0
16236,1
16248,0
16253,0
16267,0
16271,0
16272,1
16273,0
16275,0
16296,0
16299,0
16301,0
16305,0
16315,0
16324,0
16339,0
16345,0
16346,0
16349,1
16366,0
16374,1
16376,0
16381,0
16400,0
16401,1
16415,1
16424,0
16426,0
16446,0
16460,0
16464,0
16465,0
16477,0
16478,1
16482,0
16494,0
16510,1
16519,0
16524,0
16532,0
16555,0
16585,0
16588,0
16599,0
16619,0
16621,0
16627,0
16633,1
16652,0
16659,0
16670,0
16689,0
16693,0
16694,0
16705,0
16706,0
16721,0
16724,1
16725,1
16726,0
16729,0
16759,1
16770,0
16781,0
16823,0
16825,1
16829,0
16833,0
16835,0
16845,0
16847,1
16850,0
16864,0
16869,0
16873,0
16878,0
16885,0
16889,0
16913,0
16915,0
16917,0
16919,0
16932,0
16943,0
16945,0
16946,1
16950,0
16958,0
16962,0
16974,0
16975,1
16977,0
16978,0
16985,0
17002,0
17010,0
17015,0
17019,0
17022,0
17027,0
17035,0
17041,0
17053,0
17059,0
17063,0
17064,0
17074,0
17078,0
17081,1
17089,0
17093,0
17097,0
17109,0
17118,0
17120,0
17134,0
17141,0
17144,0
17159,0
17163,0
17173,0
17195,0
17212,0
17221,0
17222,0
17249,0
17264,0
17275,0
17287,0
17313,0
17323,0
17324,0
17327,0
17330,1
17335,0
17339,0
17350,0
17366,0
17373,0
17375,1
17383,0
17396,0
17400,0
17401,0
17404,0
17405,0
17423,0
17429,0
17450,0
17457,0
17462,0
17491,0
17493,0
17494,1
17497,0
17501,0
17507,0
17511,0
17513,0
17516,0
17525,0
17537,0
17538,0
17541,0
17548,0
17552,1
17557,1
17558,0
17566,0
17580,1
17582,0
17583,1
17585,0
17597,1
17599,1
17602,0
17619,0
17630,0
17645,0
17653,0
17662,0
17674,0
17680,0
17689,0
17690,0
17691,0
17700,0
17701,0
17702,1
17709,0
17716,1
17717,0
17723,0
17736,0
17743,0
17745,0
17747,0
17749,0
17752,0
17771,0
17772,0
17775,0
17783,0
17805,1
17819,0
17831,0
17845,0
17866,0
17878,0
17883,0
17890,0
17892,0
17896,0
17898,1
17903,0
17904,0
17922,1
17926,0
17928,0
17932,1
17934,0
17937,0
17939,1
17956,0
17957,0
17960,0
17967,0
17971,1
17975,0
17984,0
17990,0
17992,0
17996,0
17997,0
18001,0
18007,0
18016,0
18024,0
18026,0
18031,0
18034,1
18038,0
18043,0
18051,0
18056,0
18061,0
18080,1
18092,0
18097,0
18100,0
18102,0
18104,0
18105,0
18107,0
18130,1
18133,0
18136,0
18144,0
18156,0
18166,0
18172,0
18177,0
18193,0
18198,1
18209,0
18211,0
18213,0
18220,0
18222,0
18229,1
18249,1
18261,1
18265,1
18268,0
18272,0
18280,0
18285,0
18287,0
18300,0
18314,0
18331,0
18333,0
18336,0
18347,0
18362,0
18380,0
18385,0
18387,0
18388,1
18394,0
18422,0
18426,0
18434,0
18447,0
18456,0
18460,0
18468,1
18470,0
18478,0
18494,0
18516,0
18524,1
18532,0
18546,0
18554,0
18558,0
18559,1
18561,0
18592,0
18593,0
18596,0
18602,0
18610,0
18611,0
18620,0
18631,1
18636,1
18639,0
18645,0
18646,0
18647,0
18649,0
18653,0
18657,1
18706,0
18707,0
18715,0
18740,0
18750,0
18751,0
18753,0
18780,1
18784,0
18809,1
18832,0
18853,1
18855,0
18860,0
18861,0
18865,0
18868,0
18875,0
18897,0
18899,0
18906,0
18921,1
18944,0
18950,0
18961,0
18978,0
18982,1
18986,0
18987,0
18989,0
18991,0
18993,1
19002,0
19003,0
19005,0
19023,0
19028,0
19029,1
19049,1
19062,0
19063,1
19075,0
19082,1
19085,0
19090,0
19092,0
19110,1
19118,0
19120,0
19121,0
19131,0
19133,0
19134,1
19136,0
19138,0
19145,0
19175,1
19178,1
19182,1
19203,0
19206,0
19213,0
19229,0
19245,1
19249,1
19252,0
19253,1
19260,1
19284,0
19291,0
19309,0
19313,0
19320,0
19331,0
19352,0
19354,0
19359,1
19402,0
19435,1
19441,0
19444,0
19452,1
19457,0
19458,0
19461,0
19471,0
19473,1
19482,0
19494,1
19501,0
19502,0
19510,0
19516,0
19522,0
19531,0
19536,0
19544,0
19546,0
19551,1
19558,0
19561,0
19562,0
19566,0
19572,0
19575,0
19576,0
19582,0
19583,0
19590,0
19598,1
19607,0
19612,0
19620,0
19625,0
19634,0
19637,0
19670,1
19679,0
19686,0
19699,0
19701,0
19703,0
19709,0
19721,0
19723,1
19730,1
19758,0
19764,0
19769,0
19774,0
19798,0
19805,0
19814,0
19825,0
19831,0
19833,0
19845,1
19849,0
19853,0
19857,0
19858,1
19859,0
19879,0
19881,0
19886,0
19889,0
19895,1
19924,0
19925,0
19928,0
19929,0
19931,0
19941,0
19946,0
19949,0
19953,0
19960,0
19970,1
19972,0
20018,0
20038,1
20043,0
20055,0
20056,0
20057,0
20066,0
20067,0
20070,0
20083,1
20087,1
20100,0
20103,0
20104,0
20114,0
20116,0
20118,0
20120,0
20133,0
20135,0
20141,0
20150,0
20167,1
20168,0
20171,1
20173,1
20185,0
20190,0
20199,0
20207,0
20211,0
20214,0
20227,1
20243,0
20252,0
20295,0
20312,0
20340,0
20352,0
20366,1
20370,0
20375,0
20378,0
20397,0
20398,0
20401,1
20407,1
20432,0
20438,0
20439,1
20444,0
20449,0
20454,1
20456,0
20471,0
20474,0
20479,0
20482,1
20492,0
20497,0
20511,0
20514,0
20515,0
20516,0
20534,0
20536,0
20549,0
20557,0
20567,0
20571,0
20572,1
20587,0
20592,0
20593,0
20595,0
20597,0
20602,0
20609,0
20618,0
20622,0
20625,0
20633,0
20649,0
20651,0
20656,0
20657,0
20662,0
20670,1
20683,0
20692,0
20694,0
20710,0
20721,0
20733,0
20740,0
20758,0
20764,0
20765,0
20766,0
20772,0
20777,0
20789,1
20794,0
20817,0
20822,1
20834,0
20848,0
20853,0
20854,0
20861,0
20868,0
20874,0
20876,0
20887,0
20888,0
20896,1
20903,0
20909,0
20924,0
20926,0
20932,1
20933,0
20938,0
20943,0
20947,0
20949,0
20958,0
20962,1
20965,0
20968,0
21003,0
21014,0
21019,0
21023,0
21024,0
21032,0
21035,0
21050,0
21063,0
21065,0
21066,0
21076,0
21093,0
21104,0
21105,0
21107,0
21109,0
21116,0
21124,0
21127,0
21132,0
21147,1
21151,0
21158,0
21162,0
21168,0
21175,0
21176,0
21178,0
21187,0
21188,0
21199,0
21209,0
21218,0
21225,1
21226,0
21230,1
21231,0
21239,0
21246,0
21264,1
21275,0
21279,0
21281,0
21290,0
21291,1
21293,0
21298,0
21299,0
21317,0
21320,0
21333,0
21340,1
21349,0
21352,0
21356,0
21364,1
21376,1
21378,0
21384,0
21389,0
21407,1
21427,0
21429,0
21432,0
21442,0
21444,0
21450,0
21457,0
21458,0
21465,0
21467,0
21469,0
21481,0
21485,0
21499,0
21504,0
21506,0
21508,1
21524,0
21532,0
21539,0
21549,1
21558,0
21561,1
21563,0
21576,0
21594,0
21599,0
21604,1
21606,0
21608,0
21632,0
21633,0
21642,1
21652,0
21658,0
21696,0
21724,0
21741,0
21746,0
21748,0
21749,0
21756,0
21763,0
21766,0
21779,0
21788,0
21789,1
21805,0
21815,0
21822,0
21840,0
21841,0
21857,0
21861,0
21867,0
21870,1
21874,1
21896,0
21902,1
21906,0
21913,0
21923,0
21939,0
21947,1
21949,1
21951,0
21959,1
21960,0
21962,0
21969,0
21972,0
21976,0
21979,0
21986,0
22001,0
22020,0
22026,0
22032,0
22037,0
22041,0
22047,1
22059,0
22068,0
22079,0
