text	label
support change annual leave approver july change annual leave approver hi got her annual leave rejected approver tied while she please help sort out thanks help much appreciated kind regards testing lead zone thursday july pm annual leave leaders rejected dear annual leave period has rejected leave july leave july decline reason please change vacation approver regards note mailbox receive messages	HR Support
connection to friday july pm dear grateful provide resolve emergency issues tasks great thanks resolving problem weekend kind regards engineer	Hardware
wants to access boat development march pm wants boat march understand boat context proposal accept decline	Storage
retrieve old device from dear purchased please log allocation please log retrieve old device please take consideration mandatory receipts section order receive item ordered how video please explorer kind regards administrator	Purchase
po not found sent tuesday december po found hello could you please raise ticket regard below thank you regards analyst sent tuesday december po found hello have encountered problem with po can find urgent receipt can you help please kindest regards tester en	Purchase
project code not working oracle sent monday december code working hello we experiencing issue with following code when submitting we receiving following error reported active entry date code should be active through please advise thanks manager	Internal Project
add bucharest tuesday pm hello working meet problem connecting id machine number please add user ecosystem	Access
project setup request friday setup hi please create per attached form questions please let regards test consultant	Internal Project
termination of instance tuesday december termination instance hi discussed instance shut down snapshot has taken migration purposes snapshot required cheers	Hardware
please create new project code oracle tuesday december pm please create code hi please process attached creating code thank officer	Internal Project
new purchase po december pm purchase po dear purchased stand black please log installation kind regards administrator	Purchase
unable to access unable access hello unable access cleared browser cache tried with different browsers wired wireless connected through or every get same error can you help with call need be able access also during weekend thank you application engineer ext en	Hardware
status of test server train sent monday status test server train hi please check status server train get following error message when connecting thank you tester	Hardware
client wrong impacting pipeline sent wednesday february re client wrong impacting pipeline approved director wrote hi we have client st still showing rather than could you please make adjustment possible pipeline showing wrong have copied here runs provide his approval if necessary please let know if can get resolved week we doing final thanks vice president	Internal Project
mailbox size thursday mailbox size dear has come where mailbox under lot stress work please assist increase mailbox size possible currently create archive archived files well thank much regards head ext	Storage
access card trouble sent monday access card trouble hello have trouble with access card floors please investigate	Access
ticket for hardware retrieve wednesday july hardware retrieve hello guys please assign queue retrieve old since he received please kind regards engineer ext	Hardware
new mail to be created tuesday pm created hi please create naming please make add joiners thank	Miscellaneous
increase the maximum storage limit for outlook account sent monday increase maximum limit for hello could you please help increase maximum limit for currently limit but have only mb left tried delete old etc but consuming have old still important could proper deletion could you please increase thank you senior engineer en	Storage
cannot connect to outlook is reachable sent monday cannot connect hello trying since connect servers via for have tried using connect without any outcome have restarted least dozen times thanks sent	Administrative rights
databases missing backups july databases backups hello received about missed backups instances suppose back done daily basis please please find several examples missed backups name instance name database backup cd please working properly please inform about policy every database adjust scripts kind regards senior engineer	Hardware
assets not having latest solution assets having latest solution hello please generate assets ones owners version installed moment thank	Administrative rights
po level access for bogota entity wednesday pm po level entity hi please kind regards wednesday pm po level entity hello please buyers convert entity even approved process requisition convert po thank leader ext st emergency number	Purchase
received weird mailbox received weird mailbox hi guys received weird contain link dots nothing shown hover advice think please let regards tester	Storage
new purchase po friday march pm purchase po dear purchased please log installation kind regards administrator	Purchase
new project codes spare re codes spare hi please code spare manage chart accounts values manage values spare redesign template thanks senior accountant ext	Internal Project
shared mailbox shared mailbox dear please let shared mailbox renamed then please create shared owner provide thank	Storage
access to hi give rights folder folder created couple years ago worked thank senior architect	Storage
combination not valid for po and combination valid for po hi please raise ticket for below request assign thank you kind regards engineer sent thursday combination valid for po hi could you please take look have invalid combination error can erase line or invoice thank you kind regards en accounts payable accountant phone	Miscellaneous
new purchase po old device retrieval tuesday pm purchase po dear purchased please log allocation please log retrieve old device please take consideration mandatory receipts section order receive item ordered how video please explorer kind regards administrator	Purchase
builds through on new thursday pm builds hello guys since come please advise regular builds build without luck loads image then restarts process over again behavior reported other locations too eliminate device please log investigate issue kind regards engineer ext	Hardware
visual studio license thursday november visual studio license hello please provide visual studio license working code thanks	Access
accessing error regarding error po ti sa sa ca magic si re urgent accessing error dear issue still persists could you look into mentioned below we invoicing period would appreciate being resolved today thank you regards officer sent wednesday october accessing error hello we currently experiencing problems accessing following link worked perfect until yesterday forms paged true modified id view we currently invoicing cycle would appreciate rapid resolution thanks officer	Hardware
new cord friday november cord hi require cord received device cord provide european cable unit thanks best regards tester st center	Purchase
new manager social owners friday care si care storage la library social cum layouts facilities libraries shared modified action default visitor cards layouts facilities libraries visitor cards visitor cards final action default information confidential legally privileged intended solely addressee opinions expressed mine necessarily represent opinions susceptible interference intended recipient	Access
timecard error please reset timecard error please reset hello please reset card for period current status error regards	HR Support
unable to access on tablet sent friday hi was trying access job ads posted our careers site through but was constantly getting error attached message tried with almost job ads under location tried accessing them through mobile phone well was functioning through device regards	Hardware
new purchase po thursday july pm purchase po dear purchased led lh tv cables patch cords cat please log allocation please take consideration mandatory receipts section order receive item ordered how video please explorer kind regards administrator	Purchase
license problem no free ticket available sent wednesday july license problem free ticket available importance high hi having problems with license getting message free ticket available unable work tx	Access
oracle and pas project setup friday march setup has assigned hi please rise assigned thank kind regards analyst friday march setup has assigned hello please advised proceed creating too take care raised queue questions please best regards analyst	Internal Project
reactivating accounts reactivating accounts dear few inactive accounts onto which activate again example please how reactivate accounts again take ownership same thanks kind regards main main	Access
new purchase po purchase po dear purchased requested by tools please log allocation after receive item please take consideration mandatory receipts section order receive item ordered how video link kind regards administrator	Purchase
new circuit speed check re circuit speed thank wednesday november re circuit speed good morning installed circuit yesterday configured provided ran speed test test showed link kind regards engineer ext circuit speed hello supplier has requested sign off acceptance circuit make everything fine please connect circuit provided by supplier circuit circuit thank lead	Hardware
error when annual leave request sent thursday open annual leave request hello have attached error while trying open annual leave could you please advise thank you administration officer	HR Support
cr error cr error hi trying close down cr but got following error any ideas regards	HR Support
po friday pm good afternoon related order kindly asking create two installation tickets thanks each perform order number by little tutorial thanks	Purchase
reinstate admin rights off project reinstate rights off hi please process reinstate rights since currently off also tool connecting installed has never worked thank regards mob ext	Hardware
pas access dear please provide her also please change rights want replace needed thank testing discipline lead	Miscellaneous
failed upgrade to windows error failed upgrade hi tried upgrade failed with error code below tried two times yesterday after working hours todays during working hours times connected wire please advise thanks manager	Administrative rights
red time card tuesday october pm red card hi please best regards analyst october pm red card hi please card period contains errors top also card period status submitted please approve thank administrator phone	HR Support
missing staff from pas december re hello please assign kind regards analyst december hi please help thank december re hi entitled add persons rights please yourself best regards friday december pm importance high hi please add cannot find him order assign him thanks vacation december rd officer	HR Support
windows updates issue updates issue hello experiencing issues with updates machine able find required updates but when try install them receive following message os info please assign request appropriate let know if you require any additional information for resolving case kind regards engineer ext en	Hardware
rise a ticket for rise ticket for hello please open incident does have data these modules send empty lists assignment assignee owner case you need any additional information please hesitate contact best regards engineer	Miscellaneous
purchase new purchase po wednesday july pm purchase po dear purchased wireless mouse please take consideration mandatory receipts section order receive item ordered how video please explorer kind regards administrator	Purchase
career update oracle update hello changing possible moment help setting also let problem fixed continue other changes make thank lead thursday aw update hi discussed update hi please update having permissions update his thank lead	Miscellaneous
network is not accessible high priority accessible high priority hello can access could you please investigate asap if problem our end urgent we have contract with but can access their list must be accessible please keep posted thank you consultant	Hardware
access to shared to project new joiners shared joiners hi guys join please shared folder per attached also please confluence joined recently yet thank	Storage
project manager change pas wednesday pm change hi where pm transfer pm duties pm pm please help make change please let questions thank senior	Miscellaneous
po tuesday pm hi folks po micro micro please create installation kindly asking perform order number thanks administrator phone tuesday pm la la intend po micro micro thanks technician	Purchase
confluence access for persons july pm confluence persons hello please help create accounts persons make confluence accessible work robotics confluence thank discipline lead	Access
windows post upgrade issues did upgrade but after have lot problems with functioning pc hi did upgrade but after have lot problems with functioning pc want roll back but cannot find pc settings pc lot things or cannot be br	Administrative rights
capacity reporting for october digital capacity report october pm october dear please kindly create per client assign queue summary report october filtering summary october report october report october digital report october digital sites availability october pc report october report october report october availability report october germany report october uptime october report october october october links october october october thanks help analyst november digital reports october hello please find attached digital reports october please kindly let adjustments needed best regards analyst	Hardware
increase mailbox size tuesday march mailbox almost hi mailbox please provide more best regards developer	Storage
create configuration for pricing engine december pm create configuration pricing engine dear please create folder attached assign dedicated slave machine please assign permissions folder slave machine individuals code thanks head tuesday november pm create dear please create contain multiple repositories commercial accounts please find attached setup form please assign thanks head	Internal Project
add users to dashboard thursday february pm add users dashboard dear please add users dashboard thanks engineer	Miscellaneous
access to confluence december pm log confluence problems hello log survey results retrospective results feedback results please help thanks	Access
join into development and social thursday pm join social hello add social groups thanks software developer	Miscellaneous
access card found to be reactivated card lost dear fortunately false alarm found cart problem please reactivate thank apologies inconvenience regards tuesday card lost importance high dear morning find card lost double find about meanwhile please cancel card thank	Access
new purchase po thursday february pm purchase po dear purchased intel series please log installation please take consideration mandatory receipts section order receive item ordered kind regards administrator	Purchase
project code change end date pas code change date hi please change date under client changed thank programme portfolio officer	Internal Project
replenishment forgot add administrator phone pm hi tx has requested by via order please log replenishment helped via code cost please perform order number by tutorial administrator phone	Purchase
close the cr close cr hi would like close cr needed anymore however cannot close thanks	Miscellaneous
setting up oracle for internal project pm setting hi attached completed setup form please generate appropriate code both filling form please hesitate let made mistake thank	Internal Project
wants to access account documentation wednesday february re wants documentation hello please informed granted library more assistance feel free best regards engineer saturday re wants documentation approved wants documentation hello owners please approve contribute looking forward hearing thanks kind regards analyst ext hub friday pm wants documentation accept decline	Storage
new starter bucharest tuesday december pm re starter form hello change job title discipline lead lead thanks ext tuesday december pm starter form hello please help by filling out starter form thank ext information confidential legally privileged intended solely addressee opinions expressed mine necessarily represent opinions susceptible interference	HR Support
project july pm re confluence information hello please find attached filled forms confluence spaces robotics develop ask make links accessible these well thank	Access
issue with outlook schedule assistance dear can you confirm if reported incidents can schedule assistance there information about free busy meeting calendars calendars senior consultant	Administrative rights
new purchase po wednesday november pm purchase po dear purchased received items galaxy updated include device under user name link please add installing device thanks kind regards administrator	Purchase
project with no client client hello please assign thank kind regards tuesday client hi please kind client code unfortunately seems piece information thanks planning analyst	Internal Project
origin com poll string match check friday november re origin poll string match status down hello please investigated errors displayed logs also saw same period polls were down same load balancer thank engineer	Hardware
remove access right to secured area thursday pm right secured area hi please remover employees allowed secured thanks	HR Support
profile not loading properly profile loading properly dear currently experiencing some issues with mainly every log create temporary save any information was deleted created again by but issue persists could you please look into computer name en name thank you for your help if you require additional details please let know kind regards specialist	Administrative rights
broken laptop hinge sent tuesday broken laptop hinge hi laptop lid longer closing properly because left side hinge broke also caused cracks plastic front cover entire lid closing mechanism malfunctioning thanks developer	Hardware
delivery has failed to these recipients or groups com com has failed these groups entered found please recipient problem continues please diagnostic information administrators generating remote returned resolver found id mon id mon content type application name content transfer encoding binary version upgrade thread topic version upgrade thread index ten date mon id accept language content language has attach mime version transport hosted originating return path	Administrative rights
unlock git account pm re unlock git thanks lot pm re unlock git hello let git unlocked please git let thank best regards senior engineer pm unlock git hi ask unlock git git please thanks software developer	Access
access on and confluence confluence hello please provide confluence he involved best regards cr developer	Access
po wednesday july pm po hello messing around purchased galaxy mobile phones contingency id id please add properly installed sn thank administrator phone	Purchase
confirm the status of assets friday december status assets dear please status assets move assets growth imported status defined automatically updated assigned after few other two assets remain growth thanks senior consultant	Administrative rights
please amend the assignment tm requests service now removing bent and adding thursday please amend assignment tm requests removing bent hello please advised modification tm users please log separate bent removed tm added please provide reference thank kind regards analyst	Miscellaneous
approval stage oracle log time sent thursday july approval stage log dear think there problem with because apparently have approve decline for some colleagues can you please fix issue thanks	Miscellaneous
access server wednesday pm re hello let granted same level has please keep mind needed changes apply infrastructure further assistance please let best regards senior engineer wednesday pm re approved hi please help folder colleague please approve thanks senior accountant street center	Storage
outlook issue sent friday issue importance high dear second when encountering problems with right for example exclamation can receive or send but later recovers somehow receive suddenly you ll also get later when be functional again rely your prompt assistance because affecting thank you administrator	Administrative rights
request to open pas forecasting for july for client wednesday pm forecasting july client importance high hello unable forecast period client code please unlock function asap forecast attached reference thanks nj	Internal Project
oracle fusion add project task november hello please by task currently none thanks kind regards infrastructure planned holiday	Internal Project
access to file storage projects file storage hello please provide folder file storage starting joined thank best regards analyst	Storage
activate pass for activate pass dear please activate pass currently trip thank kind regards engineer	Access
cannot delete edit time oracle cannot delete hello doubled by mistake days public holiday delete friday cannot delete excruciating thank	HR Support
add friday march pm add hi appears add him contract bid find him please add him possible submit contract thanks officer	Miscellaneous
new account request for the service now hi well re process building application integrate press ticketing has create generic user fine copy rights user suggest similar please let require further part kindest wishes senior engineer	Access
access to to team tuesday november hello please give test link also please give location regards discipline lead	HR Support
activate access card for unit thursday november activate card unit hi please kind activate card location well working next best own card instead having guest card thanks officer information confidential legally privileged intended solely addressee opinions expressed mine necessarily represent opinions susceptible interference intended recipient disclosure copying action taken omitted taken reliance strictly prohibited unlawful received error	Access
oracle error could you please delete this for me error could you please delete for hi error could you please delete for thanks	HR Support
report for report for hi please inform torrent applications cracks well please remove mentioned please attached report for details	HR Support
lost access card access badge lost hi have lost access badge please block let know how can receive another one thanks	Access
your mailbox is almost full your mailbox almost full hi guys was already letting you know about last week could you please increase space for mailbox thanks sent monday your mailbox almost full importance high your mailbox almost full mb mb current size maximum size please reduce your mailbox size delete any items you need your mailbox empty your deleted items folder	Storage
requisition posting issue requisition posting issue hello could you please help posting requisition there modify button posting tab careers section please let know how can post thanks specialist	Miscellaneous
technical interview laptop needed march pm technical interview needed hi please help technical interviews today tomorrow thank specialist mobile blvd floor district	Hardware
computer taking minutes and multiple tries to start up computer taking minutes multiple tries start up hi over past days computer taken minutes multiple attempts start up please open up ticket start investigating thanks senior manager id image	Hardware
cannot be submitted error cannot be submitted error hello struggling submit but working got error after for other weeks working flawless connection server failed status could you help by submitting for week thank you senior developer	HR Support
new starter thursday pm assistants starter discipline dear please informed starter discipline st developer st please create his credentials per attached form thank officer	HR Support
pm level approval for thursday november pm level hi please change level myself instead thank information confidential legally privileged intended solely addressee opinions expressed mine necessarily represent opinions susceptible interference intended recipient disclosure copying	Miscellaneous
new purchase po purchase po hi purchased description control si la backbone si video si video please log allocation please take consideration mandatory receipts section order receive item ordered how video please explorer kind regards administrator	Purchase
new purchase po march purchase po dear purchased led tv lh lh please log installation please take consideration mandatory receipts section order receive item ordered how video kind regards administrator	Purchase
change new pas december change hi please update allocations taking over possible please then please change these thanks much	Miscellaneous
amend template snow friday pm amend template snow hello please amend unable environment template order automatically fill sub category currently fills category sub category want give low scores expect template work intended log tickets rush thanks kindest regards specialist pl	Miscellaneous
printer setup on pm printer setup dear please log assign printer thanks kind regards engineer	Internal Project
oracle expenses failed sent saturday failed hi getting error when trying sign into app failed please ensure server name name password correct was previously working fine since password was recently changed because similar issue please advise thanks head technical	Access
wants to share induction and integration procedure with friday december pm wants share induction procedure want share induction procedure accept decline	Storage
windows upgrade error error update hello tried make update below error occurs task sequence upgrade failed with error code for more information contact your administrator or operator thanks senior tester blvd th floor district web blending industry expertise	Administrative rights
requisition change approval flow tuesday december pm urgent requisition importance high hi raised building dinner approved level seems next approver since she has please redirect instead thank blvd floor	Miscellaneous
maternity leaver access card return hello colleague whom located has left paternity leave please procedure returning regards senior consultant mob zone please refer section entities	HR Support
access request to tuesday pm site requesting links site manage setting site write note site site site provides central storage collaboration information ideas site tool collaboration tool communication meeting tool decision making site helps groups work teams social groups share information work together example site help coordinate calendars schedules discuss ideas review proposals share information keep touch other sites dynamic interactive members site contribute own ideas content well comment contribute other	Miscellaneous
access to and re dear since important haven receive yet created action undertaken regarding matter kindly ask update regards engineer october re hi approved please getting granted these additional developers work update possible kind regards october dear please please approve regards engineer	Miscellaneous
access to new wednesday december pm wants please because pm possible because transfer docs run out friday accept decline requests	Storage
notification work on environment on monday th thursday pm work environment hello concerning communication impacted feature deactivated minutes maximum more minutes thank please let question best regards infrastructure	Hardware
account name hello please informed renamed site link more questions regarding hesitate ask kind regards engineer thursday pm name hi name changed thank regards officer ext zone	Miscellaneous
adding servers to be accessible via tuesday october pm accessible via dear please add configured purposes accessible challenger via regards engineer	Miscellaneous
time sheet has been but notification did not arrive hi submitted her sheet for week with where set manager but notification did arrive could you please investigate situation regards	HR Support
approval for linked oracle account friday october pm re aspect thank senior wednesday october cine site pending design lead ext	Miscellaneous
windows upgrade error re upgrade failed hello did you have look into yet please thanks manager sent upgrade failed hello got following problem when trying run upgrade process tried several times with same result please advise thanks manager sent upgrade started importance high kind regards infrastructure manager ext phone subsidiaries separate entity liability for another such entity acts or omissions	Administrative rights
